1.91086979 0.66164082 -1
1.38862451 0.22023166 -1
1.07815368 2.40339795 -1
1.56716689 1.62560535 -1
1.04599622 0.73234127 -1
1.42419027 0.92724697 -1
2.06293372 1.39280808 -1
1.16808611 0.87533352 -1
0.92260685 0.09649109 -1
0.76832606 0.71019161 -1
1.59671482 2.10588249 -1
0.95580658 0.74735365 -1
2.47711631 0.56469267 -1
1.44374919 0.18883319 -1
0.42330163 1.40834698 -1
0.79332915 1.12582298 -1
0.64311482 1.35658902 -1
0.87317491 0.20234379 -1
1.09977425 1.4532842 -1
1.51886749 0.40679483 -1
0.4992833 0.66673485 -1
0.21859068 0.52832218 -1
1.67734558 0.78445109 -1
1.16519125 0.49751282 -1
0.76826469 0.28903782 -1
-0.11873242 0.81778083 -1
0.97967539 0.04523628 -1
0.82154791 1.24424336 -1
1.05208555 0.31336641 -1
0.78107912 1.1659506 -1
0.39839859 1.86770737 -1
0.71332026 0.73114291 -1
0.68427883 0.787098 -1
1.53912816 1.63823697 -1
1.55381157 -0.15973995 -1
0.7724922 1.31777602 -1
1.74897108 1.51815445 -1
0.73822893 1.5686714 -1
1.35367327 1.78655717 -1
1.39419963 1.16113891 -1
1.32364971 1.39661496 -1
0.89268066 0.59684807 -1
1.39669055 1.51841815 -1
1.08712145 0.65059719 -1
1.14482183 2.18985705 -1
1.53808776 0.9814148 -1
-0.21506443 1.39390608 -1
0.13410929 0.33754171 -1
1.0657404 0.44196661 -1
1.18582501 0.99901963 -1
3.06902024 3.42148654 1
3.00238072 2.88933788 1
3.11984868 2.68402416 1
2.92046775 3.53351915 1
3.14308393 2.83196632 1
3.45100011 3.55071785 1
2.12093314 3.19916462 1
3.47559752 2.7282773 1
2.48229531 2.41295044 1
2.9584185 3.3291346 1
2.90114543 3.40224675 1
3.64493853 3.49602112 1
2.96957286 2.54365238 1
3.11602214 3.56683708 1
3.43111463 2.59499636 1
3.03355641 2.82915426 1
3.44229366 3.12311282 1
3.15852716 3.21397703 1
2.74146465 2.98880289 1
4.04926784 3.51281097 1
3.05318116 3.22672514 1
2.57178616 3.17965181 1
2.58386947 3.49675493 1
3.8665116 3.08220582 1
3.46143922 2.58464734 1
3.03176217 2.57569176 1
3.17532594 2.6649471 1
2.53748714 3.20047189 1
3.36643603 3.08012229 1
2.3569345 3.00996305 1
2.87284797 2.96462963 1
2.64529655 3.73950531 1
2.73198731 2.53955613 1
3.65784935 2.79550937 1
2.54806395 2.45884342 1
3.22959952 3.05367743 1
3.4988038 3.56981087 1
2.85705473 3.70157946 1
2.2385953 3.00996217 1
2.16180811 3.25391902 1
2.98405634 3.0577004 1
2.6599453 3.9278188 1
3.2506525 3.11564094 1
2.44635553 3.02301906 1
2.89750249 3.27480493 1
3.17005027 2.86627506 1
2.22345365 3.18379221 1
3.27621832 3.07407603 1
3.31743456 3.72547439 1
3.12929898 2.77712206 1
